actif;référence;ean13;id_product;id_product_attribute;description FR;description courte FR;nom FR;nom avec attributs FR;produits du pack;prix HT;prix TTC;tva;quantité;quantité physique;catégorie par défaut FR;catégorie par défaut (chemin complet) FR;catégories FR;catégories (chemin complet) FR;fabricant;images : urls_to_all_for_product FR
1;TEAN627574352405ADD;627574352405.0;23842;;;<ul><li>? 0</li></ul>;KAMIK SEATURTLE2, SANDALES BOUT FERME FILLE, VIOLET (GRAPE GRA), 31 EU;KAMIK SEATURTLE2, SANDALES BOUT FERME FILLE, VIOLET (GRAPE GRA), 31 EU;;34.16;40.99;20;1;1;? Chaussure de ville;Accueil > Mode > Vêtements > ? Chaussure de ville;? Chaussure de ville;Accueil > Mode > Vêtements > ? Chaussure de ville;;https://www.everforhome.com/88363/kamik-seaturtle2-sandales-bout-ferme-fille-violet-grape-gra-31-eu.jpg,https://www.everforhome.com/88364/kamik-seaturtle2-sandales-bout-ferme-fille-violet-grape-gra-31-eu.jpg,https://www.everforhome.com/88365/kamik-seaturtle2-sandales-bout-ferme-fille-violet-grape-gra-31-eu.jpg,https://www.everforhome.com/88366/kamik-seaturtle2-sandales-bout-ferme-fille-violet-grape-gra-31-eu.jpg,https://www.everforhome.com/88367/kamik-seaturtle2-sandales-bout-ferme-fille-violet-grape-gra-31-eu.jpg
1;TEAN3211500007049JADD;3211500007049.0;23674;;;<ul><li>? 0</li></ul>;CHICOREE FRISEE DE RUFFEC;CHICOREE FRISEE DE RUFFEC;;6.72;8.06;20;3;3;? Semences potagères;Accueil > Jardin > Planter et prendre soin de ses plantations > ? Semences potagères;? Semences potagères;Accueil > Jardin > Planter et prendre soin de ses plantations > ? Semences potagères;;https://www.everforhome.com/88025/chicoree-frisee-de-ruffec.jpg,https://www.everforhome.com/88026/chicoree-frisee-de-ruffec.jpg
1;TEAN3105753275808JADD;3105753275808.0;24258;;;<ul><li>? 0</li></ul>;TEZIER - CHICOREE A FEUILLE AMELIOREE PAIN DE SUCRE;TEZIER - CHICOREE A FEUILLE AMELIOREE PAIN DE SUCRE;;6.16;7.39;20;5;5;? Semences potagères;Accueil > Jardin > Planter et prendre soin de ses plantations > ? Semences potagères;? Semences potagères;Accueil > Jardin > Planter et prendre soin de ses plantations > ? Semences potagères;;https://www.everforhome.com/89159/tezier-chicoree-a-feuille-amelioree-pain-de-sucre.jpg
1;EAN3121970171532;3121970171532.0;10234;;;"<ul><li><span style=""color:#111111;font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:#ffffff;"">? </span>Pour rénover toutes les parties abimées du gazon </li><li><span style=""color:#111111;font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:#ffffff;"">? </span>Lévée rapide en 7 jours </li><li><span style=""color:#111111;font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:#ffffff;"">? </span>Regarnit les zones clairsemées </li><li><span style=""color:#111111;font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:#ffffff;"">? </span>Comble les trous</li><li><span style=""color:#111111;font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:#ffffff;"">? </span>875gr pour 43m²</li></ul>";FERTILIGENE | Gazon Super Regarnissant, 43m² | 875G | REGAR43;FERTILIGENE | Gazon Super Regarnissant, 43m² | 875G | REGAR43;;18.09;19.9;10;12;12;? Semences gazons;Accueil > Jardin > Planter et prendre soin de ses plantations > ? Semences gazons;? Semences gazons;Accueil > Jardin > Planter et prendre soin de ses plantations > ? Semences gazons;;https://www.everforhome.com/42444/fertiligene-gazon-super-regarnissant-43m-875g-regar43.jpg,https://www.everforhome.com/42446/fertiligene-gazon-super-regarnissant-43m-875g-regar43.jpg,https://www.everforhome.com/42447/fertiligene-gazon-super-regarnissant-43m-875g-regar43.jpg,https://www.everforhome.com/42448/fertiligene-gazon-super-regarnissant-43m-875g-regar43.jpg
1;B0758DRGPQ;3129400162488.0;23713;;;<ul><li>? 0</li></ul>;ATELIERS 28 ACCESSOIRE UNIVERSEL 10 ANNEAUX PLASTIQUE DIAMÈTRE 20 BLANC;ATELIERS 28 ACCESSOIRE UNIVERSEL 10 ANNEAUX PLASTIQUE DIAMÈTRE 20 BLANC;;2.71;3.25;20;37;37;? Autres;Accueil > Maison > Décorations de la fenêtre > ? Barres, embouts, supports et anneaux > ? Autres;? Autres;Accueil > Maison > Décorations de la fenêtre > ? Barres, embouts, supports et anneaux > ? Autres;;https://www.everforhome.com/88097/ateliers-28-accessoire-universel-10-anneaux-plastique-diametre-20-blanc.jpg
1;B0758DD49P;3262425178093.0;23832;;;<ul><li>? 0</li></ul>;ATELIERS 28 ACCESSOIRE UNIVERSEL 10 ANNEAUX PINCE ACIER DIAMÈTRE 20 ALUMINIUM;ATELIERS 28 ACCESSOIRE UNIVERSEL 10 ANNEAUX PINCE ACIER DIAMÈTRE 20 ALUMINIUM;;4.41;5.29;20;45;45;? Autres;Accueil > Maison > Décorations de la fenêtre > ? Barres, embouts, supports et anneaux > ? Autres;? Autres;Accueil > Maison > Décorations de la fenêtre > ? Barres, embouts, supports et anneaux > ? Autres;;https://www.everforhome.com/88349/ateliers-28-accessoire-universel-10-anneaux-pince-acier-diametre-20-aluminium.jpg
1;B0758DH4DZ;3129400153547.0;24190;;;<ul><li>? 0</li></ul>;ATELIERS 28 AGRAFES CONFECTION 10 AGRAFES 1 BRANCHE POUR ANNEAUX BOIS ET MÉTAL DIAMÈTRE 35 ET DIAMÈTRE 28 MARRON;ATELIERS 28 AGRAFES CONFECTION 10 AGRAFES 1 BRANCHE POUR ANNEAUX BOIS ET MÉTAL DIAMÈTRE 35 ET DIAMÈTRE 28 MARRON;;2.84;3.41;20;262;262;? Autres;Accueil > Maison > Décorations de la fenêtre > ? Barres, embouts, supports et anneaux > ? Autres;? Autres;Accueil > Maison > Décorations de la fenêtre > ? Barres, embouts, supports et anneaux > ? Autres;;https://www.everforhome.com/89087/ateliers-28-agrafes-confection-10-agrafes-1-branche-pour-anneaux-bois-et-metal-diametre-35-et-diametre-28-marron.jpg
1;B00QKQ9KTA;3129400161498.0;24226;;;<ul><li>? 0</li></ul>;ATELIERS 28 DIAMÈTRE 11 VITRAGE BOIS 8 ANNEAUX PLASTIQUE BLANC;ATELIERS 28 DIAMÈTRE 11 VITRAGE BOIS 8 ANNEAUX PLASTIQUE BLANC;;4.04;4.85;20;196;196;× Autres;Accueil > Maison > Décorations de la fenêtre > ? Vitrage > ? Barres, embouts, supports et anneaux diamètre 11 > × Autres;× Autres;Accueil > Maison > Décorations de la fenêtre > ? Vitrage > ? Barres, embouts, supports et anneaux diamètre 11 > × Autres;;https://www.everforhome.com/89124/ateliers-28-diametre-11-vitrage-bois-8-anneaux-plastique-blanc.jpg
1;TEAN7640113432188ADD;7640113432188.0;18514;;;<ul><li>? CÂBLE </li><li>? USB TYPE C 3.1 </li><li>? MINI ÉCRAN PORT.</li></ul>;LMP 16138  CABLE USB-C TO MDP | SPACEGRAY (PERSONAL COMPUTER);LMP 16138  CABLE USB-C TO MDP | SPACEGRAY (PERSONAL COMPUTER);;25.28;30.33;20;1;1;Câbles, Adaptateurs et Prises, alimentation, piles;Accueil > High-Tech > Câbles, Adaptateurs et Prises, alimentation, piles;Câbles, Adaptateurs et Prises, alimentation, piles;Accueil > High-Tech > Câbles, Adaptateurs et Prises, alimentation, piles;;https://www.everforhome.com/73801/lmp-16138cable-usb-c-to-mdp-spacegray-personal-computer.jpg,https://www.everforhome.com/73802/lmp-16138cable-usb-c-to-mdp-spacegray-personal-computer.jpg,https://www.everforhome.com/73803/lmp-16138cable-usb-c-to-mdp-spacegray-personal-computer.jpg,https://www.everforhome.com/73804/lmp-16138cable-usb-c-to-mdp-spacegray-personal-computer.jpg
1;TEAN4015671256058ADD;4015671256058.0;18709;;;<ul><li>? COMPATIBLE AVEC TOUTES LES BATTERIES 36 V GÜDE. </li><li>? COURANT DE SORTIE : 3,0 A - PUISSANCE : 180 W </li><li>? CHARGEUR RAPIDE.</li></ul>;GÜDE 95675 CHARGEUR NOIR 17 X 14 X 8,5 CM;GÜDE 95675 CHARGEUR NOIR 17 X 14 X 8,5 CM;;75.18;90.22;20;1;1;Câbles, Adaptateurs et Prises, alimentation, piles;Accueil > High-Tech > Câbles, Adaptateurs et Prises, alimentation, piles;Câbles, Adaptateurs et Prises, alimentation, piles;Accueil > High-Tech > Câbles, Adaptateurs et Prises, alimentation, piles;;https://www.everforhome.com/74540/gude-95675-chargeur-noir-17-x-14-x-85-cm.jpg,https://www.everforhome.com/74541/gude-95675-chargeur-noir-17-x-14-x-85-cm.jpg,https://www.everforhome.com/74542/gude-95675-chargeur-noir-17-x-14-x-85-cm.jpg,https://www.everforhome.com/74543/gude-95675-chargeur-noir-17-x-14-x-85-cm.jpg
1;TEAN3336023213156JADD;3336023213156.0;23584;;;<ul><li>? 0</li></ul>;ZOLUX - DIFFUSEUR D'AIR IGLOO. REGLABLE A VENTOUSE AVEC MOUSSE POUR AQUARIUM. - ZO-321315;ZOLUX - DIFFUSEUR D'AIR IGLOO. REGLABLE A VENTOUSE AVEC MOUSSE POUR AQUARIUM. - ZO-321315;;6.9;8.28;20;2;2;? Aération de l'eau;Accueil > Animaux > Aquariophilie > ? Entretien de l'eau, hygiène et soins > ? Aération de l'eau;? Aération de l'eau;Accueil > Animaux > Aquariophilie > ? Entretien de l'eau, hygiène et soins > ? Aération de l'eau;;https://www.everforhome.com/87880/zolux-diffuseur-d-air-igloo-reglable-a-ventouse-avec-mousse-pour-aquarium-zo-321315.jpg
1;TEAN3336023213118JADD;3336023213118.0;24324;;;<ul><li>? 0</li></ul>;ZOLUX ACTIZOO - DIFFUSEUR - D'AIR SPHERIQUE 2 CM;ZOLUX ACTIZOO - DIFFUSEUR - D'AIR SPHERIQUE 2 CM;;4.38;5.26;20;4;4;? Aération de l'eau;Accueil > Animaux > Aquariophilie > ? Entretien de l'eau, hygiène et soins > ? Aération de l'eau;? Aération de l'eau;Accueil > Animaux > Aquariophilie > ? Entretien de l'eau, hygiène et soins > ? Aération de l'eau;;https://www.everforhome.com/89360/zolux-actizoo-diffuseur-d-air-spherique-2-cm.jpg
1;B00VXBAVWW;3262420171112.0;24219;;;<ul><li>? 0</li></ul>;ATELIERS 28 ACCESSOIRE DE RIDEAU 2 EMBRASSES MAGNET PAPILLON ROUGE;ATELIERS 28 ACCESSOIRE DE RIDEAU 2 EMBRASSES MAGNET PAPILLON ROUGE;;5.09;6.11;20;6;6;? Embrasses et Porte-embrasses, pinces;Accueil > Maison > Décorations de la fenêtre > ? Accessoires décoratifs pour les rideaux > ? Embrasses et Porte-embrasses, pinces;? Embrasses et Porte-embrasses, pinces;Accueil > Maison > Décorations de la fenêtre > ? Accessoires décoratifs pour les rideaux > ? Embrasses et Porte-embrasses, pinces;;https://www.everforhome.com/89119/ateliers-28-accessoire-de-rideau-2-embrasses-magnet-papillon-rouge.jpg
1;B07K6YQCV9;3262420165364.0;24242;;;<ul><li>? 0</li></ul>;ATELIERS 28 ACCESSOIRE DE RIDEAU 2 PINCES PAPILLON CHROME;ATELIERS 28 ACCESSOIRE DE RIDEAU 2 PINCES PAPILLON CHROME;;11.38;13.65;20;196;196;? Embrasses et Porte-embrasses, pinces;Accueil > Maison > Décorations de la fenêtre > ? Accessoires décoratifs pour les rideaux > ? Embrasses et Porte-embrasses, pinces;? Embrasses et Porte-embrasses, pinces;Accueil > Maison > Décorations de la fenêtre > ? Accessoires décoratifs pour les rideaux > ? Embrasses et Porte-embrasses, pinces;;https://www.everforhome.com/89141/ateliers-28-accessoire-de-rideau-2-pinces-papillon-chrome.jpg,https://www.everforhome.com/89142/ateliers-28-accessoire-de-rideau-2-pinces-papillon-chrome.jpg,https://www.everforhome.com/89143/ateliers-28-accessoire-de-rideau-2-pinces-papillon-chrome.jpg
